movieId,imdbId
1665,tt0412142
1666,tt5322004
1667,tt0103776
1668,tt0125664
1669,tt0077089
1670,tt4873118
1671,tt3322310
1672,tt3215824
1673,tt0197641
1674,tt9686790
1675,tt0030779
1676,tt15438246
1677,tt0081404
1678,tt13759970
1679,tt2177461
1680,tt0062551
1681,tt7631058
1682,tt0091828
1683,tt2488496
1684,tt0286716
1685,tt6450804
1686,tt1183374
1687,tt2948372
1688,tt0374584
1689,tt9243946
1690,tt1837492
1691,tt13159924
1692,tt0887261
1693,tt0076759
1694,tt10096842
1695,tt0381849
1696,tt0399295
1697,tt6998518
1698,tt0090605
1699,tt0073195
1700,tt0113247
1701,tt0246578
1702,tt0032551
1703,tt0093779
1704,tt0245712
1705,tt13400006
1706,tt26653824
1707,tt5151570
1708,tt26628595
1709,tt13086266
1710,tt31174028
1711,tt10423460
1712,tt2251281
1713,tt0470752
1714,tt0988045
1715,tt6673612
1716,tt0264395
1717,tt1687901
1718,tt0151568
1719,tt6474040
1720,tt7869070
1721,tt4126438
1722,tt0059793
1723,tt5717194
1724,tt0180093
1725,tt2380307
1726,tt0075784
1727,tt0091763
1728,tt0349903
1729,tt0410332
1730,tt3289126
1731,tt0120616
1732,tt4080728
1733,tt0105236
1734,tt5113044
1735,tt0097165
1736,tt29354040
1737,tt23722792
1738,tt0038650
1739,tt0341543
1740,tt1987680
1741,tt6495770
1742,tt6322922
1743,tt0074621
1744,tt0197633
1745,tt0993846
1746,tt2322441
1747,tt3181822
1748,tt0990407
1749,tt0450232
1750,tt0306047
1751,tt0421239
1752,tt11003218
1753,tt13446168
1754,tt6856242
1755,tt7740510
1756,tt1924245
1757,tt3581652
1758,tt11525644
1759,tt6902332
1760,tt4574334
1761,tt7395114
1762,tt0372784
1763,tt2321297
1764,tt0099487
1765,tt8847712
1766,tt12801262
1767,tt11614054
1768,tt6334354
1769,tt10696896
1770,tt9032400
1771,tt9639470
1772,tt7888964
1773,tt2560140
1774,tt13016388
1775,tt9893250
1776,tt20242042
1777,tt20242042
1778,tt7660850
1779,tt13676344
1780,tt10295212
1781,tt0076740
1782,tt10543680
1783,tt12405230
1784,tt9680440
1785,tt8130968
1786,tt8108200
1787,tt6986710
1788,tt0050371
1789,tt6256056
1790,tt0064086
1791,tt5776858
1792,tt1212428
1793,tt0032281
1794,tt0089087
1795,tt0064041
1796,tt0052792
1797,tt0029217
1798,tt0024895
1799,tt0066249
1800,tt0047673
1801,tt0086859
1802,tt0013688
1803,tt0057558
1804,tt0055503
1805,tt0051051
1806,tt0376968
1807,tt1520498
1808,tt0116446
1809,tt0830361
1810,tt7668870
1811,tt5297216
1812,tt0063929
1813,tt5700672
1814,tt2188671
1815,tt2085059
1816,tt4877122
1817,tt1596365
1818,tt0327597
1819,tt1701990
1820,tt2278388
1821,tt8772296
1822,tt1840309
1823,tt2788710
1824,tt1245492
1825,tt1723121
1826,tt1119646
1827,tt2004420
1828,tt2294449
